,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
1716,A013,R081,01-03-01,05-06-11,08:00:00,REGULAR,1435337,795238
1717,A013,R081,01-03-01,05-06-11,12:00:00,REGULAR,1435475,795639
1718,A013,R081,01-03-01,05-06-11,16:00:00,REGULAR,1435818,795827
1719,A013,R081,01-03-01,05-06-11,20:00:00,REGULAR,1436616,796073
1720,A013,R081,01-03-02,05-01-11,00:00:00,REGULAR,4705909,2197256
1721,A013,R081,01-03-02,05-01-11,04:00:00,REGULAR,4706035,2197282
1722,A013,R081,01-03-02,05-01-11,08:00:00,REGULAR,4706065,2197307
1723,A013,R081,01-03-02,05-01-11,12:00:00,REGULAR,4706171,2197423
1724,A013,R081,01-03-02,05-01-11,16:00:00,REGULAR,4706410,2197536
1725,A013,R081,01-03-02,05-01-11,20:00:00,REGULAR,4706795,2197648
1726,A013,R081,01-03-02,05-02-11,00:00:00,REGULAR,4707054,2197687
1727,A013,R081,01-03-02,05-02-11,04:00:00,REGULAR,4707105,2197691
1728,A013,R081,01-03-02,05-02-11,08:00:00,REGULAR,4707153,2197863
1729,A013,R081,01-03-02,05-02-11,12:00:00,REGULAR,4707371,2198331
1730,A013,R081,01-03-02,05-02-11,16:00:00,REGULAR,4707769,2198508
1731,A013,R081,01-03-02,05-02-11,20:00:00,REGULAR,4708898,2198693
1732,A013,R081,01-03-02,05-03-11,00:00:00,REGULAR,4709307,2198760
1733,A013,R081,01-03-02,05-03-11,04:00:00,REGULAR,4709364,2198765
1734,A013,R081,01-03-02,05-03-11,08:00:00,REGULAR,4709415,2198945
1735,A013,R081,01-03-02,05-03-11,12:00:00,REGULAR,4709624,2199483
1736,A013,R081,01-03-02,05-03-11,16:00:00,REGULAR,4710052,2199689
1737,A013,R081,01-03-02,05-03-11,20:00:00,REGULAR,4711230,2199902
1738,A013,R081,01-03-02,05-04-11,00:00:00,REGULAR,4711803,2199993
1739,A013,R081,01-03-02,05-04-11,04:00:00,REGULAR,4711876,2200003
1740,A013,R081,01-03-02,05-04-11,08:00:00,REGULAR,4711940,2200178
1741,A013,R081,01-03-02,05-04-11,12:00:00,REGULAR,4712193,2200756
1742,A013,R081,01-03-02,05-04-11,16:00:00,REGULAR,4712651,2201004
1743,A013,R081,01-03-02,05-04-11,20:00:00,REGULAR,4713889,2201222
1744,A013,R081,01-03-02,05-05-11,00:00:00,REGULAR,4714430,2201290
1745,A013,R081,01-03-02,05-05-11,04:00:00,REGULAR,4714494,2201295
1746,A013,R081,01-03-02,05-05-11,08:00:00,REGULAR,4714570,2201480
1747,A013,R081,01-03-02,05-05-11,12:00:00,REGULAR,4714825,2202039
1748,A013,R081,01-03-02,05-05-11,16:00:00,REGULAR,4715300,2202242
1749,A013,R081,01-03-02,05-05-11,20:00:00,REGULAR,4716445,2202499
1750,A013,R081,01-03-02,05-06-11,00:00:00,REGULAR,4717094,2202552
1751,A013,R081,01-03-02,05-06-11,04:00:00,REGULAR,4717189,2202563
1752,A013,R081,01-03-02,05-06-11,08:00:00,REGULAR,4717251,2202730
1753,A013,R081,01-03-02,05-06-11,12:00:00,REGULAR,4717462,2203229
1756,A013,R081,01-03-02,05-06-11,20:00:00,REGULAR,4719056,2203596
1757,A013,R081,01-05-00,05-01-11,00:00:00,REGULAR,935,0
1758,A013,R081,01-05-00,05-01-11,04:00:00,REGULAR,935,0
1759,A013,R081,01-05-00,05-01-11,08:00:00,REGULAR,935,0
1760,A013,R081,01-05-00,05-01-11,12:00:00,REGULAR,935,0
1761,A013,R081,01-05-00,05-01-11,16:00:00,REGULAR,936,0
1762,A013,R081,01-05-00,05-01-11,20:00:00,REGULAR,936,0
1763,A013,R081,01-05-00,05-02-11,00:00:00,REGULAR,936,0
1764,A013,R081,01-05-00,05-02-11,04:00:00,REGULAR,936,0
1765,A013,R081,01-05-00,05-02-11,08:00:00,REGULAR,936,0
1766,A013,R081,01-05-00,05-02-11,12:00:00,REGULAR,936,0
1767,A013,R081,01-05-00,05-02-11,16:00:00,REGULAR,936,0
1768,A013,R081,01-05-00,05-02-11,20:00:00,REGULAR,936,0
1769,A013,R081,01-05-00,05-03-11,00:00:00,REGULAR,936,0
1770,A013,R081,01-05-00,05-03-11,04:00:00,REGULAR,936,0
1771,A013,R081,01-05-00,05-03-11,08:00:00,REGULAR,936,0
1772,A013,R081,01-05-00,05-03-11,12:00:00,REGULAR,936,0
1773,A013,R081,01-05-00,05-03-11,16:00:00,REGULAR,936,0
1774,A013,R081,01-05-00,05-03-11,20:00:00,REGULAR,936,0
1775,A013,R081,01-05-00,05-04-11,00:00:00,REGULAR,936,0
1776,A013,R081,01-05-00,05-04-11,04:00:00,REGULAR,936,0
1777,A013,R081,01-05-00,05-04-11,08:00:00,REGULAR,936,0
1778,A013,R081,01-05-00,05-04-11,12:00:00,REGULAR,936,0
1779,A013,R081,01-05-00,05-04-11,16:00:00,REGULAR,936,0
1780,A013,R081,01-05-00,05-04-11,20:00:00,REGULAR,936,0
1781,A013,R081,01-05-00,05-05-11,00:00:00,REGULAR,936,0
1782,A013,R081,01-05-00,05-05-11,04:00:00,REGULAR,936,0
1783,A013,R081,01-05-00,05-05-11,08:00:00,REGULAR,936,0
1784,A013,R081,01-05-00,05-05-11,12:00:00,REGULAR,936,0
1785,A013,R081,01-05-00,05-05-11,16:00:00,REGULAR,936,0
1786,A013,R081,01-05-00,05-05-11,20:00:00,REGULAR,936,0
1787,A013,R081,01-05-00,05-06-11,00:00:00,REGULAR,936,0
1788,A013,R081,01-05-00,05-06-11,04:00:00,REGULAR,936,0
1789,A013,R081,01-05-00,05-06-11,08:00:00,REGULAR,936,0
1790,A013,R081,01-05-00,05-06-11,12:00:00,REGULAR,936,0
1791,A013,R081,01-05-00,05-06-11,16:00:00,REGULAR,937,0
1792,A013,R081,01-05-00,05-06-11,20:00:00,REGULAR,937,0
1793,A013,R081,01-05-01,05-01-11,00:00:00,REGULAR,0,49
1794,A013,R081,01-05-01,05-01-11,04:00:00,REGULAR,0,49
1795,A013,R081,01-05-01,05-01-11,08:00:00,REGULAR,0,49
1796,A013,R081,01-05-01,05-01-11,12:00:00,REGULAR,0,49
1797,A013,R081,01-05-01,05-01-11,16:00:00,REGULAR,0,49
1798,A013,R081,01-05-01,05-01-11,20:00:00,REGULAR,0,49
1799,A013,R081,01-05-01,05-02-11,00:00:00,REGULAR,0,49
1800,A013,R081,01-05-01,05-02-11,04:00:00,REGULAR,0,49
1801,A013,R081,01-05-01,05-02-11,08:00:00,REGULAR,0,49
1802,A013,R081,01-05-01,05-02-11,12:00:00,REGULAR,0,49
1803,A013,R081,01-05-01,05-02-11,16:00:00,REGULAR,0,49
1804,A013,R081,01-05-01,05-02-11,20:00:00,REGULAR,0,49
1805,A013,R081,01-05-01,05-03-11,00:00:00,REGULAR,0,49
1806,A013,R081,01-05-01,05-03-11,04:00:00,REGULAR,0,49
1807,A013,R081,01-05-01,05-03-11,08:00:00,REGULAR,0,49
1808,A013,R081,01-05-01,05-03-11,12:00:00,REGULAR,0,49
1809,A013,R081,01-05-01,05-03-11,16:00:00,REGULAR,0,49
1810,A013,R081,01-05-01,05-03-11,20:00:00,REGULAR,0,49
1811,A013,R081,01-05-01,05-04-11,00:00:00,REGULAR,0,49
1812,A013,R081,01-05-01,05-04-11,04:00:00,REGULAR,0,49
1813,A013,R081,01-05-01,05-04-11,08:00:00,REGULAR,0,49
1814,A013,R081,01-05-01,05-04-11,12:00:00,REGULAR,0,49
1815,A013,R081,01-05-01,05-04-11,16:00:00,REGULAR,0,49
1816,A013,R081,01-05-01,05-04-11,20:00:00,REGULAR,0,49
1817,A013,R081,01-05-01,05-05-11,00:00:00,REGULAR,0,49
1818,A013,R081,01-05-01,05-05-11,04:00:00,REGULAR,0,49
1819,A013,R081,01-05-01,05-05-11,08:00:00,REGULAR,0,49
1820,A013,R081,01-05-01,05-05-11,12:00:00,REGULAR,0,49
1821,A013,R081,01-05-01,05-05-11,16:00:00,REGULAR,0,49
1822,A013,R081,01-05-01,05-05-11,20:00:00,REGULAR,0,49
1823,A013,R081,01-05-01,05-06-11,00:00:00,REGULAR,0,49
1824,A013,R081,01-05-01,05-06-11,04:00:00,REGULAR,0,49
1825,A013,R081,01-05-01,05-06-11,08:00:00,REGULAR,0,49
1826,A013,R081,01-05-01,05-06-11,12:00:00,REGULAR,0,49
1829,A013,R081,01-05-01,05-06-11,20:00:00,REGULAR,0,50
1830,A014,R081,02-00-00,05-01-11,00:00:00,REGULAR,3679004,1187239
1831,A014,R081,02-00-00,05-01-11,04:00:00,REGULAR,3679161,1187248
1832,A014,R081,02-00-00,05-01-11,08:00:00,REGULAR,3679197,1187263
1833,A014,R081,02-00-00,05-01-11,12:00:00,REGULAR,3679325,1187325
1834,A014,R081,02-00-00,05-01-11,16:00:00,REGULAR,3679520,1187404
1835,A014,R081,02-00-00,05-01-11,20:00:00,REGULAR,3679973,1187453
1836,A014,R081,02-00-00,05-02-11,00:00:00,REGULAR,3680318,1187477
1837,A014,R081,02-00-00,05-02-11,04:00:00,REGULAR,3680400,1187480
1838,A014,R081,02-00-00,05-02-11,08:00:00,REGULAR,3680447,1187596
1839,A014,R081,02-00-00,05-02-11,12:00:00,REGULAR,3680641,1187863
1840,A014,R081,02-00-00,05-02-11,16:00:00,REGULAR,3680971,1187995
1841,A014,R081,02-00-00,05-02-11,20:00:00,REGULAR,3681861,1188092
1842,A014,R081,02-00-00,05-03-11,00:00:00,REGULAR,3682324,1188128
1843,A014,R081,02-00-00,05-03-11,04:00:00,REGULAR,3682402,1188130
1844,A014,R081,02-00-00,05-03-11,08:00:00,REGULAR,3682453,1188260
1845,A014,R081,02-00-00,05-03-11,12:00:00,REGULAR,3682632,1188514
1846,A014,R081,02-00-00,05-03-11,16:00:00,REGULAR,3682993,1188614
1847,A014,R081,02-00-00,05-03-11,20:00:00,REGULAR,3683804,1188769
1848,A014,R081,02-00-00,05-04-11,00:00:00,REGULAR,3684351,1188819
1849,A014,R081,02-00-00,05-04-11,04:00:00,REGULAR,3684441,1188826
1850,A014,R081,02-00-00,05-04-11,08:00:00,REGULAR,3684504,1188958
1851,A014,R081,02-00-00,05-04-11,12:00:00,REGULAR,3684708,1189270
1852,A014,R081,02-00-00,05-04-11,16:00:00,REGULAR,3685098,1189403
1853,A014,R081,02-00-00,05-04-11,20:00:00,REGULAR,3685957,1189524
1854,A014,R081,02-00-00,05-05-11,00:00:00,REGULAR,3686484,1189555
1855,A014,R081,02-00-00,05-05-11,04:00:00,REGULAR,3686583,1189559
1856,A014,R081,02-00-00,05-05-11,08:00:00,REGULAR,3686646,1189677
1857,A014,R081,02-00-00,05-05-11,12:00:00,REGULAR,3686845,1189937
1858,A014,R081,02-00-00,05-05-11,16:00:00,REGULAR,3687236,1190057
1859,A014,R081,02-00-00,05-05-11,20:00:00,REGULAR,3688089,1190189
1860,A014,R081,02-00-00,05-06-11,00:00:00,REGULAR,3688703,1190244
1861,A014,R081,02-00-00,05-06-11,04:00:00,REGULAR,3688832,1190247
1862,A014,R081,02-00-00,05-06-11,08:00:00,REGULAR,3688901,1190379
1863,A014,R081,02-00-00,05-06-11,12:00:00,REGULAR,3689093,1190661
1864,A014,R081,02-00-00,05-06-11,16:00:00,REGULAR,3689468,1190804
1865,A014,R081,02-00-00,05-06-11,20:00:00,REGULAR,3690321,1190929
1866,A014,R081,02-00-01,05-01-11,00:00:00,REGULAR,3598141,1749155
1867,A014,R081,02-00-01,05-01-11,04:00:00,REGULAR,3598244,1749166
1868,A014,R081,02-00-01,05-01-11,08:00:00,REGULAR,3598275,1749180
1869,A014,R081,02-00-01,05-01-11,12:00:00,REGULAR,3598344,1749226
1870,A014,R081,02-00-01,05-01-11,16:00:00,REGULAR,3598474,1749312
1871,A014,R081,02-00-01,05-01-11,20:00:00,REGULAR,3598751,1749389
1872,A014,R081,02-00-01,05-02-11,00:00:00,REGULAR,3598945,1749422
1873,A014,R081,02-00-01,05-02-11,04:00:00,REGULAR,3598981,1749433
1874,A014,R081,02-00-01,05-02-11,08:00:00,REGULAR,3599008,1749542
1875,A014,R081,02-00-01,05-02-11,12:00:00,REGULAR,3599112,1749771
1876,A014,R081,02-00-01,05-02-11,16:00:00,REGULAR,3599352,1749914
1877,A014,R081,02-00-01,05-02-11,20:00:00,REGULAR,3599938,1750036
1878,A014,R081,02-00-01,05-03-11,00:00:00,REGULAR,3600230,1750085
1879,A014,R081,02-00-01,05-03-11,04:00:00,REGULAR,3600279,1750087
1880,A014,R081,02-00-01,05-03-11,08:00:00,REGULAR,3600302,1750176
1881,A014,R081,02-00-01,05-03-11,12:00:00,REGULAR,3600398,1750415
1882,A014,R081,02-00-01,05-03-11,16:00:00,REGULAR,3600642,1750532
1883,A014,R081,02-00-01,05-03-11,20:00:00,REGULAR,3601255,1750677
1884,A014,R081,02-00-01,05-04-11,00:00:00,REGULAR,3601613,1750727
1885,A014,R081,02-00-01,05-04-11,04:00:00,REGULAR,3601675,1750728
1886,A014,R081,02-00-01,05-04-11,08:00:00,REGULAR,3601718,1750833
1887,A014,R081,02-00-01,05-04-11,12:00:00,REGULAR,3601829,1751117
1888,A014,R081,02-00-01,05-04-11,16:00:00,REGULAR,3602088,1751264
1889,A014,R081,02-00-01,05-04-11,20:00:00,REGULAR,3602773,1751387
1890,A014,R081,02-00-01,05-05-11,00:00:00,REGULAR,3603160,1751428
1891,A014,R081,02-00-01,05-05-11,04:00:00,REGULAR,3603223,1751433
1892,A014,R081,02-00-01,05-05-11,08:00:00,REGULAR,3603250,1751532
1893,A014,R081,02-00-01,05-05-11,12:00:00,REGULAR,3603361,1751790
1894,A014,R081,02-00-01,05-05-11,16:00:00,REGULAR,3603590,1751905
1895,A014,R081,02-00-01,05-05-11,20:00:00,REGULAR,3604146,1752077
1896,A014,R081,02-00-01,05-06-11,00:00:00,REGULAR,3604541,1752130
1897,A014,R081,02-00-01,05-06-11,04:00:00,REGULAR,3604604,1752137
1898,A014,R081,02-00-01,05-06-11,08:00:00,REGULAR,3604623,1752225
1899,A014,R081,02-00-01,05-06-11,12:00:00,REGULAR,3604713,1752486
1900,A014,R081,02-00-01,05-06-11,16:00:00,REGULAR,3604962,1752617
1901,A014,R081,02-00-01,05-06-11,20:00:00,REGULAR,3605488,1752807
1902,A014,R081,02-00-02,05-01-11,00:00:00,REGULAR,3408163,7061825
1903,A014,R081,02-00-02,05-01-11,04:00:00,REGULAR,3408231,7061862
1904,A014,R081,02-00-02,05-01-11,08:00:00,REGULAR,3408245,7061910
1905,A014,R081,02-00-02,05-01-11,12:00:00,REGULAR,3408300,7062070
1906,A014,R081,02-00-02,05-01-11,16:00:00,REGULAR,3408385,7062314
1907,A014,R081,02-00-02,05-01-11,20:00:00,REGULAR,3408582,7062488
1908,A014,R081,02-00-02,05-02-11,00:00:00,REGULAR,3408739,7062590
1909,A014,R081,02-00-02,05-02-11,04:00:00,REGULAR,3408760,7062611
1910,A014,R081,02-00-02,05-02-11,08:00:00,REGULAR,3408781,7062836
1911,A014,R081,02-00-02,05-02-11,12:00:00,REGULAR,3408838,7063443
1912,A014,R081,02-00-02,05-02-11,16:00:00,REGULAR,3409010,7063751
1913,A014,R081,02-00-02,05-02-11,20:00:00,REGULAR,3409502,7064020
1914,A014,R081,02-00-02,05-03-11,00:00:00,REGULAR,3409703,7064126
1915,A014,R081,02-00-02,05-03-11,04:00:00,REGULAR,3409733,7064134
1916,A014,R081,02-00-02,05-03-11,08:00:00,REGULAR,3409748,7064368
1917,A014,R081,02-00-02,05-03-11,12:00:00,REGULAR,3409824,7064998
1918,A014,R081,02-00-02,05-03-11,16:00:00,REGULAR,3409976,7065347
1919,A014,R081,02-00-02,05-03-11,20:00:00,REGULAR,3410464,7065725
1920,A014,R081,02-00-02,05-04-11,00:00:00,REGULAR,3410721,7065839
1921,A014,R081,02-00-02,05-04-11,04:00:00,REGULAR,3410763,7065850
1922,A014,R081,02-00-02,05-04-11,08:00:00,REGULAR,3410778,7066097
1923,A014,R081,02-00-02,05-04-11,12:00:00,REGULAR,3410876,7066731
1924,A014,R081,02-00-02,05-04-11,16:00:00,REGULAR,3411036,7067150
1925,A014,R081,02-00-02,05-04-11,20:00:00,REGULAR,3411511,7067511
1926,A014,R081,02-00-02,05-05-11,00:00:00,REGULAR,3411808,7067640
1927,A014,R081,02-00-02,05-05-11,04:00:00,REGULAR,3411860,7067651
1928,A014,R081,02-00-02,05-05-11,08:00:00,REGULAR,3411872,7067881
1929,A014,R081,02-00-02,05-05-11,12:00:00,REGULAR,3411931,7068551
1930,A014,R081,02-00-02,05-05-11,16:00:00,REGULAR,3412050,7068897
1931,A014,R081,02-00-02,05-05-11,20:00:00,REGULAR,3412503,7069288
1932,A014,R081,02-00-02,05-06-11,00:00:00,REGULAR,3412814,7069441
1933,A014,R081,02-00-02,05-06-11,04:00:00,REGULAR,3412861,7069456
1934,A014,R081,02-00-02,05-06-11,08:00:00,REGULAR,3412874,7069687
1935,A014,R081,02-00-02,05-06-11,12:00:00,REGULAR,3412945,7070303
1936,A014,R081,02-00-02,05-06-11,16:00:00,REGULAR,3413108,7070677
1937,A014,R081,02-00-02,05-06-11,20:00:00,REGULAR,3413555,7071062
1939,A014,R081,02-06-00,05-01-11,04:00:00,REGULAR,530223,1175676
1940,A014,R081,02-06-00,05-01-11,08:00:00,REGULAR,530223,1175680
1941,A014,R081,02-06-00,05-01-11,12:00:00,REGULAR,530227,1175726
1942,A014,R081,02-06-00,05-01-11,16:00:00,REGULAR,530234,1175825
1943,A014,R081,02-06-00,05-01-11,20:00:00,REGULAR,530244,1175942
1944,A014,R081,02-06-00,05-02-11,00:00:00,REGULAR,530252,1175995
1945,A014,R081,02-06-00,05-02-11,04:00:00,REGULAR,530252,1175996
1946,A014,R081,02-06-00,05-02-11,08:00:00,REGULAR,530252,1176009
1947,A014,R081,02-06-00,05-02-11,12:00:00,REGULAR,530262,1176074
1948,A014,R081,02-06-00,05-02-11,16:00:00,REGULAR,530269,1176179
1949,A014,R081,02-06-00,05-02-11,20:00:00,REGULAR,530290,1176369
1950,A014,R081,02-06-00,05-03-11,00:00:00,REGULAR,530296,1176436
1951,A014,R081,02-06-00,05-03-11,04:00:00,REGULAR,530299,1176438
1952,A014,R081,02-06-00,05-03-11,08:00:00,REGULAR,530299,1176453
1953,A014,R081,02-06-00,05-03-11,12:00:00,REGULAR,530304,1176549
1954,A014,R081,02-06-00,05-03-11,16:00:00,REGULAR,530305,1176670
1955,A014,R081,02-06-00,05-03-11,20:00:00,REGULAR,530325,1176902
1956,A014,R081,02-06-00,05-04-11,00:00:00,REGULAR,530337,1176963
1957,A014,R081,02-06-00,05-04-11,04:00:00,REGULAR,530338,1176965
1958,A014,R081,02-06-00,05-04-11,08:00:00,REGULAR,530338,1176974
1963,A014,R081,02-06-00,05-04-11,16:00:00,REGULAR,530356,1177283
1964,A014,R081,02-06-00,05-04-11,20:00:00,REGULAR,530380,1177470
1965,A014,R081,02-06-00,05-05-11,00:00:00,REGULAR,530392,1177531
1966,A014,R081,02-06-00,05-05-11,04:00:00,REGULAR,530393,1177533
1967,A014,R081,02-06-00,05-05-11,08:00:00,REGULAR,530393,1177543
1968,A014,R081,02-06-00,05-05-11,12:00:00,REGULAR,530394,1177635
1969,A014,R081,02-06-00,05-05-11,16:00:00,REGULAR,530398,1177769
1970,A014,R081,02-06-00,05-05-11,20:00:00,REGULAR,530423,1178013
1971,A014,R081,02-06-00,05-06-11,00:00:00,REGULAR,530441,1178098
1972,A014,R081,02-06-00,05-06-11,04:00:00,REGULAR,530446,1178101
1976,A014,R081,02-06-00,05-06-11,16:00:00,REGULAR,530463,1178327
1977,A014,R081,02-06-00,05-06-11,20:00:00,REGULAR,530479,1178578
1979,A014,R081,02-06-01,05-01-11,04:00:00,REGULAR,218202,3212886
1980,A014,R081,02-06-01,05-01-11,08:00:00,REGULAR,218202,3212902
1981,A014,R081,02-06-01,05-01-11,12:00:00,REGULAR,218203,3212998
1982,A014,R081,02-06-01,05-01-11,16:00:00,REGULAR,218205,3213268
1983,A014,R081,02-06-01,05-01-11,20:00:00,REGULAR,218210,3213543
1984,A014,R081,02-06-01,05-02-11,00:00:00,REGULAR,218214,3213658
1985,A014,R081,02-06-01,05-02-11,04:00:00,REGULAR,218215,3213665
1986,A014,R081,02-06-01,05-02-11,08:00:00,REGULAR,218216,3213708
1987,A014,R081,02-06-01,05-02-11,12:00:00,REGULAR,218217,3213985
1988,A014,R081,02-06-01,05-02-11,16:00:00,REGULAR,218219,3214327
1989,A014,R081,02-06-01,05-02-11,20:00:00,REGULAR,218224,3214809
1990,A014,R081,02-06-01,05-03-11,00:00:00,REGULAR,218225,3214956
1991,A014,R081,02-06-01,05-03-11,04:00:00,REGULAR,218227,3214966
1992,A014,R081,02-06-01,05-03-11,08:00:00,REGULAR,218228,3215019
1993,A014,R081,02-06-01,05-03-11,12:00:00,REGULAR,218229,3215278
1994,A014,R081,02-06-01,05-03-11,16:00:00,REGULAR,218234,3215642
1995,A014,R081,02-06-01,05-03-11,20:00:00,REGULAR,218239,3216199
1996,A014,R081,02-06-01,05-04-11,00:00:00,REGULAR,218246,3216321
1997,A014,R081,02-06-01,05-04-11,04:00:00,REGULAR,218246,3216329
1998,A014,R081,02-06-01,05-04-11,08:00:00,REGULAR,218246,3216381
2003,A014,R081,02-06-01,05-04-11,16:00:00,REGULAR,218262,3217101
2004,A014,R081,02-06-01,05-04-11,20:00:00,REGULAR,218272,3217567
2005,A014,R081,02-06-01,05-05-11,00:00:00,REGULAR,218278,3217696
2006,A014,R081,02-06-01,05-05-11,04:00:00,REGULAR,218279,3217710
2007,A014,R081,02-06-01,05-05-11,08:00:00,REGULAR,218282,3217761
2008,A014,R081,02-06-01,05-05-11,12:00:00,REGULAR,218284,3218082
2009,A014,R081,02-06-01,05-05-11,16:00:00,REGULAR,218289,3218434
2010,A014,R081,02-06-01,05-05-11,20:00:00,REGULAR,218296,3219120
2011,A014,R081,02-06-01,05-06-11,00:00:00,REGULAR,218301,3219309
2012,A014,R081,02-06-01,05-06-11,04:00:00,REGULAR,218303,3219326
2016,A014,R081,02-06-01,05-06-11,16:00:00,REGULAR,218307,3220074
2017,A014,R081,02-06-01,05-06-11,20:00:00,REGULAR,218311,3220746
2018,A015,R081,00-00-00,05-01-11,00:00:00,REGULAR,6275992,2240144
2019,A015,R081,00-00-00,05-01-11,04:00:00,REGULAR,6276039,2240149
2022,A015,R081,00-00-00,05-01-11,12:00:00,REGULAR,6276248,2240313
2023,A015,R081,00-00-00,05-01-11,16:00:00,REGULAR,6276512,2240467
2024,A015,R081,00-00-00,05-01-11,18:47:00,REGULAR,6276801,2240543
2027,A015,R081,00-00-00,05-02-11,04:00:00,REGULAR,6277141,2240590
2030,A015,R081,00-00-00,05-02-11,12:00:00,REGULAR,6277603,2241140
2031,A015,R081,00-00-00,05-02-11,16:00:00,REGULAR,6278198,2241287
2032,A015,R081,00-00-00,05-02-11,20:00:00,REGULAR,6279534,2241424
2033,A015,R081,00-00-00,05-03-11,00:00:00,REGULAR,6279950,2241461
2034,A015,R081,00-00-00,05-03-11,04:00:00,REGULAR,6279996,2241464
2035,A015,R081,00-00-00,05-03-11,04:00:00,REGULAR,6279996,2241464
2036,A015,R081,00-00-00,05-03-11,08:00:00,REGULAR,6280097,2241619
2037,A015,R081,00-00-00,05-03-11,12:00:00,REGULAR,6280615,2241989
2038,A015,R081,00-00-00,05-03-11,16:00:00,REGULAR,6281265,2242117
2039,A015,R081,00-00-00,05-03-11,20:00:00,REGULAR,6282633,2242291
2040,A015,R081,00-00-00,05-04-11,00:00:00,REGULAR,6283171,2242325
2041,A015,R081,00-00-00,05-04-11,04:00:00,REGULAR,6283233,2242329
2042,A015,R081,00-00-00,05-04-11,08:00:00,REGULAR,6283326,2242493
2043,A015,R081,00-00-00,05-04-11,12:00:00,REGULAR,6283784,2242891
2044,A015,R081,00-00-00,05-04-11,16:00:00,REGULAR,6284358,2243056
2045,A015,R081,00-00-00,05-04-11,20:00:00,REGULAR,6285792,2243204
2046,A015,R081,00-00-00,05-05-11,00:00:00,REGULAR,6286343,2243250
2047,A015,R081,00-00-00,05-05-11,04:00:00,REGULAR,6286423,2243253
2050,A015,R081,00-00-00,05-05-11,12:00:00,REGULAR,6287030,2243831
2051,A015,R081,00-00-00,05-05-11,16:00:00,REGULAR,6287759,2243973
2052,A015,R081,00-00-00,05-05-11,20:00:00,REGULAR,6289183,2244184
2053,A015,R081,00-00-00,05-06-11,00:00:00,REGULAR,6289827,2244238
2054,A015,R081,00-00-00,05-06-11,04:00:00,REGULAR,6289915,2244244
2057,A015,R081,00-00-00,05-06-11,12:00:00,REGULAR,6290542,2244739
2058,A015,R081,00-00-00,05-06-11,16:00:00,REGULAR,6291257,2244916
2059,A015,R081,00-00-00,05-06-11,20:00:00,REGULAR,6292627,2245081
2060,A015,R081,00-00-01,05-01-11,00:00:00,REGULAR,9177376,2437945
2061,A015,R081,00-00-01,05-01-11,04:00:00,REGULAR,9177425,2437948
2064,A015,R081,00-00-01,05-01-11,12:00:00,REGULAR,9177662,2438025
2065,A015,R081,00-00-01,05-01-11,16:00:00,REGULAR,9177999,2438095
2066,A015,R081,00-00-01,05-01-11,19:00:15,REGULAR,9178333,2438143
2070,A015,R081,00-00-01,05-02-11,04:00:00,REGULAR,9178572,2438163
2073,A015,R081,00-00-01,05-02-11,12:00:00,REGULAR,9178926,2438487
2074,A015,R081,00-00-01,05-02-11,16:00:00,REGULAR,9179361,2438557
2075,A015,R081,00-00-01,05-02-11,20:00:00,REGULAR,9180456,2438607
2076,A015,R081,00-00-01,05-03-11,00:00:00,REGULAR,9180740,2438631
2077,A015,R081,00-00-01,05-03-11,04:00:00,REGULAR,9180776,2438632
2080,A015,R081,00-00-01,05-03-11,12:00:00,REGULAR,9181216,2439010
2081,A015,R081,00-00-01,05-03-11,16:00:00,REGULAR,9181681,2439078
2082,A015,R081,00-00-01,05-03-11,20:00:00,REGULAR,9182787,2439160
2083,A015,R081,00-00-01,05-04-11,00:00:00,REGULAR,9183151,2439189
2084,A015,R081,00-00-01,05-04-11,04:00:00,REGULAR,9183186,2439192
2086,A015,R081,00-00-01,05-04-11,08:00:00,REGULAR,9183246,2439297
2087,A015,R081,00-00-01,05-04-11,12:00:00,REGULAR,9183558,2439584
2088,A015,R081,00-00-01,05-04-11,16:00:00,REGULAR,9183979,2439636
2089,A015,R081,00-00-01,05-04-11,20:00:00,REGULAR,9185166,2439733
2090,A015,R081,00-00-01,05-05-11,00:00:00,REGULAR,9185543,2439757
2091,A015,R081,00-00-01,05-05-11,04:00:00,REGULAR,9185591,2439757
2094,A015,R081,00-00-01,05-05-11,12:00:00,REGULAR,9186043,2440126
2095,A015,R081,00-00-01,05-05-11,16:00:00,REGULAR,9186537,2440223
2096,A015,R081,00-00-01,05-05-11,20:00:00,REGULAR,9187705,2440326
2097,A015,R081,00-00-01,05-06-11,00:00:00,REGULAR,9188169,2440347
2098,A015,R081,00-00-01,05-06-11,04:00:00,REGULAR,9188230,2440348
2101,A015,R081,00-00-01,05-06-11,12:00:00,REGULAR,9188623,2440728
2102,A015,R081,00-00-01,05-06-11,16:00:00,REGULAR,9189163,2440804
2103,A015,R081,00-00-01,05-06-11,20:00:00,REGULAR,9190302,2440913
2104,A015,R081,00-00-02,05-01-11,00:00:00,REGULAR,6876864,1887909
2105,A015,R081,00-00-02,05-01-11,04:00:00,REGULAR,6876901,1887911
2108,A015,R081,00-00-02,05-01-11,12:00:00,REGULAR,6877054,1887958
2109,A015,R081,00-00-02,05-01-11,16:00:00,REGULAR,6877228,1888007
